price,quantity,usage,condition,rarity,statTrak,weapon,skin,role,caseID,caseProb,market
197.470316901,142,0.0,5,4.0,0,HuntsmanKnife,TigerTooth,knife,-1,1.0
199.66325,4,0.0,4,4.0,0,HuntsmanKnife,TigerTooth,knife,-1,1.0
99.0576363636,11,0.0,2,4.0,0,HuntsmanKnife,DamascusSteel,knife,-1,1.0
126.992536585,41,0.0,5,4.0,0,HuntsmanKnife,DamascusSteel,knife,-1,1.0
92.3775,2,0.0,1,4.0,0,HuntsmanKnife,DamascusSteel,knife,-1,1.0
112.736947368,57,0.0,4,4.0,0,HuntsmanKnife,DamascusSteel,knife,-1,1.0
119.0754,20,0.0,2,4.0,0,HuntsmanKnife,CrimsonWeb,knife,-1,1.0
662.435,1,0.0,5,4.0,0,HuntsmanKnife,CrimsonWeb,knife,-1,1.0
117.936440678,118,0.0,3,4.0,0,HuntsmanKnife,CrimsonWeb,knife,-1,1.0
97.8600952381,21,0.0,1,4.0,0,HuntsmanKnife,CrimsonWeb,knife,-1,1.0
200.118043478,23,0.0,4,4.0,0,HuntsmanKnife,CrimsonWeb,knife,-1,1.0
77.790125,32,0.0,2,4.0,0,HuntsmanKnife,Stained,knife,-1,1.0
120.225375,8,0.0,5,4.0,0,HuntsmanKnife,Stained,knife,-1,1.0
76.54621875,96,0.0,3,4.0,0,HuntsmanKnife,Stained,knife,-1,1.0
84.5451538462,26,0.0,1,4.0,0,HuntsmanKnife,Stained,knife,-1,1.0
83.8904130435,46,0.0,4,4.0,0,HuntsmanKnife,Stained,knife,-1,1.0
329.696440476,84,0.0,5,4.0,0,HuntsmanKnife,Doppler,knife,-1,1.0
273.003,9,0.0,4,4.0,0,HuntsmanKnife,Doppler,knife,-1,1.0
99.2647368421,38,0.0,2,4.0,0,HuntsmanKnife,CaseHardened,knife,-1,1.0
182.1175,2,0.0,5,4.0,0,HuntsmanKnife,CaseHardened,knife,-1,1.0
110.985229885,87,0.0,3,4.0,0,HuntsmanKnife,CaseHardened,knife,-1,1.0
103.662884615,26,0.0,1,4.0,0,HuntsmanKnife,CaseHardened,knife,-1,1.0
121.70712963,54,0.0,4,4.0,0,HuntsmanKnife,CaseHardened,knife,-1,1.0
63.9867272727,22,0.0,2,4.0,0,HuntsmanKnife,Scorched,knife,-1,1.0
68.7684551724,145,0.0,3,4.0,0,HuntsmanKnife,Scorched,knife,-1,1.0
68.0351153846,26,0.0,1,4.0,0,HuntsmanKnife,Scorched,knife,-1,1.0
81.6829714286,35,0.0,4,4.0,0,HuntsmanKnife,Scorched,knife,-1,1.0
107.136184502,271,0.0,1,4.0,0,HuntsmanKnife,vanilla,knife,-1,1.0
68.0821538462,13,0.0,2,4.0,0,HuntsmanKnife,BorealForest,knife,-1,1.0
65.8131538462,26,0.0,1,4.0,0,HuntsmanKnife,BorealForest,knife,-1,1.0
84.8438863636,44,0.0,4,4.0,0,HuntsmanKnife,BorealForest,knife,-1,1.0
70.4639615385,26,0.0,2,4.0,0,HuntsmanKnife,UrbanMasked,knife,-1,1.0
127.91,2,0.0,5,4.0,0,HuntsmanKnife,UrbanMasked,knife,-1,1.0
69.2190511364,176,0.0,3,4.0,0,HuntsmanKnife,UrbanMasked,knife,-1,1.0
67.2572692308,26,0.0,1,4.0,0,HuntsmanKnife,UrbanMasked,knife,-1,1.0
82.3821904762,21,0.0,4,4.0,0,HuntsmanKnife,UrbanMasked,knife,-1,1.0
64.8965483871,31,0.0,2,4.0,0,HuntsmanKnife,SafariMesh,knife,-1,1.0
66.1169453125,128,0.0,3,4.0,0,HuntsmanKnife,SafariMesh,knife,-1,1.0
65.3005625,32,0.0,1,4.0,0,HuntsmanKnife,SafariMesh,knife,-1,1.0
74.2272244898,49,0.0,4,4.0,0,HuntsmanKnife,SafariMesh,knife,-1,1.0
89.9906923077,13,0.0,2,4.0,0,HuntsmanKnife,Night,knife,-1,1.0
88.4579402985,134,0.0,3,4.0,0,HuntsmanKnife,Night,knife,-1,1.0
84.5043076923,13,0.0,1,4.0,0,HuntsmanKnife,Night,knife,-1,1.0
126.948777778,36,0.0,4,4.0,0,HuntsmanKnife,Night,knife,-1,1.0
92.72265,40,0.0,2,4.0,0,HuntsmanKnife,BlueSteel,knife,-1,1.0
144.297142857,7,0.0,5,4.0,0,HuntsmanKnife,BlueSteel,knife,-1,1.0
92.8521428571,70,0.0,3,4.0,0,HuntsmanKnife,BlueSteel,knife,-1,1.0
91.0797272727,33,0.0,1,4.0,0,HuntsmanKnife,BlueSteel,knife,-1,1.0
102.564042553,47,0.0,4,4.0,0,HuntsmanKnife,BlueSteel,knife,-1,1.0
79.2490726257,179,0.0,1,4.0,0,HuntsmanKnife,RustCoat,knife,-1,1.0
205.03145614,57,0.0,5,4.0,0,HuntsmanKnife,Slaughter,knife,-1,1.0
134.876571429,21,0.0,3,4.0,0,HuntsmanKnife,Slaughter,knife,-1,1.0
162.752975,80,0.0,4,4.0,0,HuntsmanKnife,Slaughter,knife,-1,1.0
69.0397647059,17,0.0,2,4.0,0,HuntsmanKnife,ForestDDPAT,knife,-1,1.0
133.8055,2,0.0,5,4.0,0,HuntsmanKnife,ForestDDPAT,knife,-1,1.0
68.4070143885,139,0.0,3,4.0,0,HuntsmanKnife,ForestDDPAT,knife,-1,1.0
66.0081481481,27,0.0,1,4.0,0,HuntsmanKnife,ForestDDPAT,knife,-1,1.0
83.2873846154,26,0.0,4,4.0,0,HuntsmanKnife,ForestDDPAT,knife,-1,1.0
185.826917127,181,0.0,5,4.0,0,HuntsmanKnife,Fade,knife,-1,1.0
194.442571429,7,0.0,4,4.0,0,HuntsmanKnife,Fade,knife,-1,1.0
89.7657142857,7,0.0,2,4.0,0,HuntsmanKnife,Ultraviolet,knife,-1,1.0
81.8319928058,139,0.0,3,4.0,0,HuntsmanKnife,Ultraviolet,knife,-1,1.0
82.9676538462,26,0.0,1,4.0,0,HuntsmanKnife,Ultraviolet,knife,-1,1.0
138.850444444,27,0.0,4,4.0,0,HuntsmanKnife,Ultraviolet,knife,-1,1.0
0.0919755244755,858,0.0,2,1.0,0,Sawed-Off,Yorick,shotgun,9,0.0135130434783
0.449296969697,330,0.0,5,1.0,0,Sawed-Off,Yorick,shotgun,9,0.0135130434783
0.0917298969072,485,0.0,1,1.0,0,Sawed-Off,Yorick,shotgun,9,0.106173913043
0.0988388278388,546,0.0,2,1.0,0,Sawed-Off,Fubar,shotgun,2,0.0128903225806
0.0838247831475,8070,0.0,1,1.0,0,Sawed-Off,Fubar,shotgun,2,0.101281105991
0.977746478873,142,0.0,5,2.0,0,Sawed-Off,Highwayman,shotgun,11,0.00329
0.30193557423,714,0.0,3,2.0,0,Sawed-Off,Highwayman,shotgun,11,0.01081
0.328606060606,165,0.0,1,2.0,0,Sawed-Off,Highwayman,shotgun,11,0.02585
2.75814285714,14,0.0,2,2.0,0,Sawed-Off,OrangeDDPAT,shotgun,21,0.005593
12.862,3,0.0,5,2.0,0,Sawed-Off,OrangeDDPAT,shotgun,21,0.005593
2.58657647059,85,0.0,3,2.0,0,Sawed-Off,OrangeDDPAT,shotgun,21,0.018377
2.74871428571,7,0.0,1,2.0,0,Sawed-Off,OrangeDDPAT,shotgun,21,0.043945
8.48878378378,37,0.0,4,2.0,0,Sawed-Off,OrangeDDPAT,shotgun,21,0.006392
0.151403520069,4659,0.0,5,1.0,0,Sawed-Off,Origami,shotgun,15,0.0100258064516
0.0908274865869,7269,0.0,3,1.0,0,Sawed-Off,Origami,shotgun,15,0.0329419354839
0.0875,450,0.0,1,1.0,0,Sawed-Off,Origami,shotgun,15,0.0787741935484
0.103089578802,5057,0.0,4,1.0,0,Sawed-Off,Origami,shotgun,15,0.0114580645161
5.1825625,16,0.0,2,4.0,0,Sawed-Off,TheKraken,shotgun,6,0.000497777777778
5.05905462185,476,0.0,5,4.0,0,Sawed-Off,TheKraken,shotgun,6,0.000497777777778
