price,quantity,usage,condition,rarity,statTrak,role,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
197.658147541,142.0,0.0,5,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
199.66325,4.0,0.0,4,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
99.0576363636,11.0,0.0,2,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
128.241725,41.0,0.0,5,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
92.3775,2.0,0.0,1,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
113.19408,57.0,0.0,4,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
119.0754,20.0,0.0,2,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
662.435,1.0,0.0,5,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
118.087105769,118.0,0.0,3,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
98.75015,21.0,0.0,1,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
200.152636364,23.0,0.0,4,4.0,0.0,knife,6.109281483282307,13.75823838073367,14.886518484996126,8.000404451824986,10.229498495443373,1.012649115410398,13.351725666067463,14.099445616156663,25.430744578755903,5.730841070918229
