0.54,41
0.53,44
0.52,56
0.51,67
0.5,130
0.49,148
0.48,158
0.47,178
0.46,230
0.43,350
0.42,422
0.41,447
0.39,501
0.38,779
0.37,1122
0.35,2213
0.34,2232
0.32,2236
0.3,2248
0.29,2249
0.28,2302
0.27,2305
0.26,2306
0.25,2390
0.23,2392
0.2,2396
0.18,2428
0.17,2450
0.16,2455
0.14,2458
0.13,2459
0.12,2474
0.11,2650
0.1,2778
0.09,2963
0.08,2999
0.07,3026
0.06,3084
0.05,3514
0.04,3661
0.03,9853
