AK-47,FuelInjector,FactoryNew,0.000224
AK-47,FuelInjector,MinimalWear,0.000256
AK-47,FuelInjector,Field-Tested,0.000736
AK-47,FuelInjector,Well-Worn,0.000224
AK-47,FuelInjector,Battle-Scarred,0.00176
M4A4,TheBattlestar,FactoryNew,0.00024347826087
M4A4,TheBattlestar,Field-Tested,0.0008
M4A4,TheBattlestar,Well-Worn,0.00024347826087
M4A4,TheBattlestar,Battle-Scarred,0.00191304347826
AWP,EliteBuild,MinimalWear,0.000917562724014
AWP,EliteBuild,Field-Tested,0.00263799283154
AWP,EliteBuild,Well-Worn,0.000802867383513
AWP,EliteBuild,Battle-Scarred,0.0063082437276
DesertEagle,KumichoDragon,FactoryNew,0.000746666666667
DesertEagle,KumichoDragon,MinimalWear,0.000853333333333
DesertEagle,KumichoDragon,Field-Tested,0.00245333333333
DesertEagle,KumichoDragon,Well-Worn,0.000746666666667
DesertEagle,KumichoDragon,Battle-Scarred,0.00586666666667
Nova,HyperBeast,FactoryNew,0.000746666666667
Nova,HyperBeast,MinimalWear,0.000853333333333
Nova,HyperBeast,Field-Tested,0.00245333333333
Nova,HyperBeast,Well-Worn,0.000746666666667
Nova,HyperBeast,Battle-Scarred,0.00586666666667
FAMAS,Valence,FactoryNew,0.0022372
FAMAS,Valence,MinimalWear,0.0025568
FAMAS,Valence,Field-Tested,0.0073508
FAMAS,Valence,Well-Worn,0.0022372
FAMAS,Valence,Battle-Scarred,0.017578
Five-SeveN,Triumvirate,MinimalWear,0.00274924731183
Five-SeveN,Triumvirate,Field-Tested,0.00790408602151
Five-SeveN,Triumvirate,Well-Worn,0.00240559139785
Five-SeveN,Triumvirate,Battle-Scarred,0.0189010752688
Glock-18,RoyalLegion,MinimalWear,0.00672842105263
Glock-18,RoyalLegion,Field-Tested,0.0193442105263
Glock-18,RoyalLegion,Well-Worn,0.00588736842105
MAG-7,Praetorian,FactoryNew,0.00745733333333
MAG-7,Praetorian,Field-Tested,0.0245026666667
MP7,Impire,FactoryNew,0.00497155555556
MP7,Impire,MinimalWear,0.00568177777778
MP7,Impire,Field-Tested,0.0163351111111
MP7,Impire,Well-Worn,0.00497155555556
PP-Bizon,PhoticZone,FactoryNew,0.02072
PP-Bizon,PhoticZone,MinimalWear,0.02368
PP-Bizon,PhoticZone,Field-Tested,0.06808
PP-Bizon,PhoticZone,Well-Worn,0.02072
DualBerettas,Cartel,FactoryNew,0.0100258064516
DualBerettas,Cartel,MinimalWear,0.0114580645161
DualBerettas,Cartel,Field-Tested,0.0329419354839
DualBerettas,Cartel,Battle-Scarred,0.0787741935484
MAC-10,LapisGator,FactoryNew,0.02072
MAC-10,LapisGator,MinimalWear,0.02368
MAC-10,LapisGator,Field-Tested,0.06808
MAC-10,LapisGator,Well-Worn,0.02072
SSG08,Necropos,FactoryNew,0.009324
SSG08,Necropos,MinimalWear,0.010656
SSG08,Necropos,Field-Tested,0.030636
SSG08,Necropos,Well-Worn,0.009324
SSG08,Necropos,Battle-Scarred,0.07326
Tec-9,Jambiya,FactoryNew,0.02072
Tec-9,Jambiya,MinimalWear,0.02368
Tec-9,Jambiya,Field-Tested,0.06808
Tec-9,Jambiya,Well-Worn,0.02072
USP-S,LeadConduit,FactoryNew,0.009324
USP-S,LeadConduit,MinimalWear,0.010656
USP-S,LeadConduit,Field-Tested,0.030636
USP-S,LeadConduit,Well-Worn,0.009324
USP-S,LeadConduit,Battle-Scarred,0.07326
