key   prices   shares   usage   condition   rarity   statTrak   z1   z2   z3   z4   z5   z6   z7   z8   z9   z10
1   6.3081359447   8.786993953171397e-5   8.03   3   2   0   0.0   0.0   1.6925410211250003   15.19563414882   0.0   146.111528023625   0.0   0.0   7.300950822538001   38.31396290875
2   6.96007331976   0.00019882092308788735   8.03   4   2   0   0.0   0.0   1.6925410211250003   15.19563414882   0.0   146.111528023625   0.0   0.0   7.300950822538001   38.31396290875
3   3.03131908832   0.00014213063951903964   8.03   2   3   0   0.0   2.1831628741818996   1.985133086036889   6.464932748097734   0.5675931445371428   0.0   0.0   1.09089444642425   4.2262356495577995   0.0
4   2.51842807666   0.0008768772076309981   8.03   3   3   0   0.0   2.1831628741818996   1.985133086036889   6.464932748097734   0.5675931445371428   0.0   0.0   1.09089444642425   4.2262356495577995   0.0
5   2.75149350649   4.676948394429937e-5   8.03   1   3   0   0.0   2.1831628741818996   1.985133086036889   6.464932748097734   0.5675931445371428   0.0   0.0   1.09089444642425   4.2262356495577995   0.0
6   3.52169550331   0.0008870004725540067   8.03   4   3   0   0.0   2.1831628741818996   1.985133086036889   6.464932748097734   0.5675931445371428   0.0   0.0   1.09089444642425   4.2262356495577995   0.0
7   2.20308661417   7.713927871332493e-5   8.03   2   2   0   0.0   2.4365064693509093   4.782292281316909   18.030609111935284   0.0   0.0   0.0   3.238556385647615   6.167166137631306   0.0
8   2.3610733763   0.0004083725069941637   8.03   5   2   0   0.0   2.4365064693509093   4.782292281316909   18.030609111935284   0.0   0.0   0.0   3.238556385647615   6.167166137631306   0.0
9   0.883067088879   0.0018861667204549475   8.03   3   2   0   0.0   2.4365064693509093   4.782292281316909   18.030609111935284   0.0   0.0   0.0   3.238556385647615   6.167166137631306   0.0
10   1.14047121804   0.0016073720044752929   8.03   4   2   0   0.0   2.4365064693509093   4.782292281316909   18.030609111935284   0.0   0.0   0.0   3.238556385647615   6.167166137631306   0.0
11   11.7940894309   2.490323171060096e-5   8.03   2   4   0   0.0   0.9514812409047165   0.3150522200391   16.923554168488   1.6793526894764   6.292027086705   0.0   0.8495583307505767   1.5354673513325892   0.0
12   24.9553448276   8.807240483017414e-5   8.03   5   4   0   0.0   0.9514812409047165   0.3150522200391   16.923554168488   1.6793526894764   6.292027086705   0.0   0.8495583307505767   1.5354673513325892   0.0
13   8.16953359353   0.0007262430255766313   8.03   3   4   0   0.0   0.9514812409047165   0.3150522200391   16.923554168488   1.6793526894764   6.292027086705   0.0   0.8495583307505767   1.5354673513325892   0.0
14   7.16602106568   0.00016338949585735754   8.03   1   4   0   0.0   0.9514812409047165   0.3150522200391   16.923554168488   1.6793526894764   6.292027086705   0.0   0.8495583307505767   1.5354673513325892   0.0
15   12.9006039836   0.0003456082644715109   8.03   4   4   0   0.0   0.9514812409047165   0.3150522200391   16.923554168488   1.6793526894764   6.292027086705   0.0   0.8495583307505767   1.5354673513325892   0.0
16   7.28282334385   6.418149961187402e-5   8.03   2   4   0   0.0   0.8720846149608   0.5546295116328653   5.6512219997225674   24.214373592702   0.0   0.2128982353362   2.4756050778918803   1.4388318054968998   9.686351226301666
17   11.1212152206   0.0004176859107233316   8.03   5   4   0   0.0   0.8720846149608   0.5546295116328653   5.6512219997225674   24.214373592702   0.0   0.2128982353362   2.4756050778918803   1.4388318054968998   9.686351226301666
18   5.9360305751   0.0008343594949543623   8.03   3   4   0   0.0   0.8720846149608   0.5546295116328653   5.6512219997225674   24.214373592702   0.0   0.2128982353362   2.4756050778918803   1.4388318054968998   9.686351226301666
19   6.88816666667   2.3081044024459427e-5   8.03   1   4   0   0.0   0.8720846149608   0.5546295116328653   5.6512219997225674   24.214373592702   0.0   0.2128982353362   2.4756050778918803   1.4388318054968998   9.686351226301666
20   7.79114558059   0.00070093486326911   8.03   4   4   0   0.0   0.8720846149608   0.5546295116328653   5.6512219997225674   24.214373592702   0.0   0.2128982353362   2.4756050778918803   1.4388318054968998   9.686351226301666
21   4.38984470588   8.604775184557242e-5   8.03   3   2   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   29.273757079621646   103.53168987555   0.0   5.714848337557   4.44715273454955   65.3875111007
22   4.4113713883   0.00028729825851498184   8.03   4   2   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   29.273757079621646   103.53168987555   0.0   5.714848337557   4.44715273454955   65.3875111007
23   7.35688132973   0.0005237777271164609   8.03   2   4   0   0.0   0.9466654255443935   4.766443447663315   0.0   5.093097090319444   4.094409469515   0.20239459552165   2.50367782355087   0.0   0.7581898866715556
24   46.3040776256   4.433990036277732e-5   8.03   5   4   0   0.0   0.9466654255443935   4.766443447663315   0.0   5.093097090319444   4.094409469515   0.20239459552165   2.50367782355087   0.0   0.7581898866715556
