key   prices   shares   usage   condition   rarity   statTrak   z1   z2   z3   z4   z5   z6   z7   z8   z9   z10
1   0.75   1.579229327989329e-5   0.0   2   1   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   103.53168987555   0.0   5.714848337557   4.44715273454955   241.42071859697873   65.3875111007
2   5.95853846154   2.6320488799822155e-6   0.0   5   1   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   103.53168987555   0.0   5.714848337557   4.44715273454955   241.42071859697873   65.3875111007
3   0.674692124105   8.483296005481141e-5   0.0   3   1   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   103.53168987555   0.0   5.714848337557   4.44715273454955   241.42071859697873   65.3875111007
4   0.667546511628   1.7412015667574655e-5   0.0   1   1   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   103.53168987555   0.0   5.714848337557   4.44715273454955   241.42071859697873   65.3875111007
5   1.06646   5.061632461504261e-5   0.0   4   1   0   0.0   5.017751533807   19.1690923549125   34.310181969071536   103.53168987555   0.0   5.714848337557   4.44715273454955   241.42071859697873   65.3875111007
6   0.607292134831   9.009705781477584e-5   0.0   2   2   0   0.0   0.6564489325366429   0.8086981085681142   43.963008134862505   18.737585737291   1.203307631673143   3.0461253835189033   0.23301479928154445   52.14757917054294   1.1759096751892222
7   1.04655247879   0.0004533198032523216   0.0   5   2   0   0.0   0.6564489325366429   0.8086981085681142   43.963008134862505   18.737585737291   1.203307631673143   3.0461253835189033   0.23301479928154445   52.14757917054294   1.1759096751892222
8   0.583579104478   0.0009495622497781992   0.0   3   2   0   0.0   0.6564489325366429   0.8086981085681142   43.963008134862505   18.737585737291   1.203307631673143   3.0461253835189033   0.23301479928154445   52.14757917054294   1.1759096751892222
9   0.58317715959   0.0001382837988482964   0.0   1   2   0   0.0   0.6564489325366429   0.8086981085681142   43.963008134862505   18.737585737291   1.203307631673143   3.0461253835189033   0.23301479928154445   52.14757917054294   1.1759096751892222
10   0.75465945389   0.0007859702886223815   0.0   4   2   0   0.0   0.6564489325366429   0.8086981085681142   43.963008134862505   18.737585737291   1.203307631673143   3.0461253835189033   0.23301479928154445   52.14757917054294   1.1759096751892222
11   2.71207142857   2.834514178442386e-6   0.0   2   2   0   0.0   8.874237726846312   0.0   0.0   145.04303485961668   0.0   13.019799333603336   0.0   26.93352255142286   0.0
12   16.3538333333   2.429583581522045e-6   0.0   5   2   0   0.0   8.874237726846312   0.0   0.0   145.04303485961668   0.0   13.019799333603336   0.0   26.93352255142286   0.0
13   2.55813114754   2.470076641214079e-5   0.0   3   2   0   0.0   8.874237726846312   0.0   0.0   145.04303485961668   0.0   13.019799333603336   0.0   26.93352255142286   0.0
14   2.4841875   3.2394447753627268e-6   0.0   1   2   0   0.0   8.874237726846312   0.0   0.0   145.04303485961668   0.0   13.019799333603336   0.0   26.93352255142286   0.0
15   3.10788571429   4.251771267663579e-5   0.0   4   2   0   0.0   8.874237726846312   0.0   0.0   145.04303485961668   0.0   13.019799333603336   0.0   26.93352255142286   0.0
16   0.304505898367   0.0004462335178062156   0.0   2   2   0   0.0   0.54618649003693   8.115592146556965   0.3660915721605286   0.0   0.27493726930294005   4.719661813436832   1.2654183389366231   68.04555756084666   0.0
