key   prices   shares   usage   condition   rarity   statTrak   z1   z2   z3   z4   z5   z6   z7   z8   z9   z10
1   197.470316901   2.87500723813442e-5   0.0   5   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
2   199.66325   8.098611938406817e-7   0.0   4   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
3   99.0576363636   2.2271182830618747e-6   0.0   2   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
4   126.992536585   8.301077236866987e-6   0.0   5   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
5   92.3775   4.0493059692034085e-7   0.0   1   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
6   112.736947368   1.1540522012229713e-5   0.0   4   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
7   119.0754   4.0493059692034085e-6   0.0   2   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
8   662.435   2.0246529846017042e-7   0.0   5   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
9   117.936440678   2.389090521830011e-5   0.0   3   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
10   97.8600952381   4.251771267663579e-6   0.0   1   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
11   200.118043478   4.65670186458392e-6   0.0   4   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
12   77.790125   6.4788895507254536e-6   0.0   2   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
13   120.225375   1.6197223876813634e-6   0.0   5   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
14   76.54621875   1.943666865217636e-5   0.0   3   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
15   84.5451538462   5.264097759964431e-6   0.0   1   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
16   83.8904130435   9.31340372916784e-6   0.0   4   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
17   329.696440476   1.7007085070654316e-5   0.0   5   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
18   273.003   1.8221876861415338e-6   0.0   4   4   0   2.9448306717750534   3.0818317238071713   11.70679267712861   7.157466394412979   49.57377499880251   0.9144524079019012   5.848324871544378   9.077102362684075   43.3222235105036   18.048038645232648
